Company Name,Title,Location,qualification,Job Type
PPS Mahindra,Walk in interview at PPS MAHINDRA.....,"Bengaluru, Karnataka",,Full-time
Prescience Decision Solutions Pvt Ltd,SEO Executive,"Bengaluru, Karnataka","Accounting,Search engines,Bachelor's degree",Full-time
GUTURI Consulting Pvt Ltd,Company Secretary Trainee,"Bengaluru, Karnataka",,Full-time
Ess Pee Enterprises,Product Designer,"Mohali, Punjab","Manufacturing,Sketch,Adobe Illustrator,Time management,B.Sc,Bachelor's degree,Master's degree",Full-time
Telemune Software Solution Pvt Ltd,Business Operations Executive,"Mohali, Punjab","Pre-sales,Communication skills,Sales,Computer networking,Bachelor's degree,Master's degree,M.C.A.,M.B.A.",Full-time
LAMBA ENTERPRISES,Store Executive,"New Delhi, Delhi","Microsoft Access,Computer literacy,Supervising experience,Organizational skills",Full-time
Arya Groups,E-Commerce Sales Executive,"Ahmedabad, Gujarat",,Full-time
Alaric Ventures PVT LTD,Associate System Administrator,"Mohali, Punjab","DNS,DHCP,Microsoft Outlook,Software troubleshooting,Communication skills,Bachelor's degree",Full-time
Better Vaccine Private limited,Office Assistant,"Chandigarh, Chandigarh","Lead generation,Communication skills,Business analysis,Microsoft Office,Administrative experience,Bachelor's degree",Full-time
Fiducia Accounting Services Pvt Ltd,Walk In Interview - Finance Fresher Required,"Mohali, Punjab","Accounting,Microsoft Excel,Communication skills,Accounting software,Bachelor's degree,Master's degree,M.B.A.",Full-time
Escon Ventures Pvt Ltd,Freight Broker,"Mohali, Punjab",,Full-time
Pranav Constructions,Site Supervisor,"Mumbai, Maharashtra",Construction,NA
Dfine Art Pvt ltd,Site Supervisor,"Mumbai, Maharashtra",Bachelor's degree,Full-time
GG International School,Admission Counselor,"Pune, Maharashtra","Communication skills,Microsoft Excel,Academic counseling,Microsoft Powerpoint,Microsoft Office,Bachelor's degree",Full-time
Pratibha International School & Junior College,Primary Teacher (PRT),"Pune, Maharashtra",Communication skills,NA
Novel It Services,Content Writer,"Kharar, Punjab","Writing skills,SEO",Full-time | New-Grad
Actuate Microlearning,Tamil Speaker in Mumbai,"Mumbai, Maharashtra","Human resources,Presentation skills",Temporary | Contract
Tech Mahindra,Australian Customer Service Process,"Mumbai, Maharashtra","CRM software,Customer support,Communication skills,Customer service,Computer skills,12th Pass",Full-time
"GUVI Geek Networks, IITM Research Park",Training Team Coordinator,"Chennai, Tamil Nadu","Microsoft Excel,Microsoft Powerpoint,Communication skills,Time management,Microsoft Office,Bachelor's degree,B.Ed",Full-time
TNQ Technologies,Executive Operations,"Chennai, Tamil Nadu",Management,Full-time
Guru Nanak Hospital,INTENSIVIST FOR ICU (For Night ),"Mumbai, Maharashtra",Communication skills,NA
Champion Commercial Co. Ltd,Sales Co-ordinator,"Mumbai, Maharashtra","Manufacturing,Customer service,Microsoft Excel,Sales,Microsoft Office",Full-time
Apollo Micro Systems,CNC OPERATORS/PROGRAMMERS,"Hyderabad, Telangana",Tooling,NA
GamerHeads,Party Host/Hostess,"Kolkata, West Bengal","Communication skills,Time management,Bachelor's degree",Full-time
Sattva Human Pvt Ltd,ITGC,"Mumbai, Maharashtra","Project management,Accounting,Microsoft Excel,Communication skills,Management,Bachelor's degree",Full-time
Impact Solution,Store Executive,"Navi Mumbai, Maharashtra","Tally,ERP systems",Full-time
Shemaroo Entertainment,Voice Over Artists,"Andheri West, Mumbai, Maharashtra",,NA
V5global,international voice process,"Mumbai, Maharashtra","Communication skills,ServiceNow,Agile",Full-time
Pammvi Group,International Sales Executive,"Mumbai, Maharashtra","CRM software,Communication skills,Negotiation,Sales,Business development,Bachelor's degree",Full-time
Job Seeks 4U Consultancy Services,International Chat process,"Chennai, Tamil Nadu",Communication skills,Full-time
Eagle Group of Companies,Billing Assistant,"Chennai, Tamil Nadu",,Full-time
Nithya Amirtham Indian Food (P) Ltd,Restaurant Floor Supervisor,"Chennai, Tamil Nadu",Restaurant experience,Full-time
FLIXCASTING,Actress,"Chennai, Tamil Nadu",,Full-time
Quench Techno valley,Business Operation,"Chennai, Tamil Nadu","Bachelor's degree,B.B.A.",Full-time
Hindustan International School,LIFE SKILLS / STUDENT COUNSELLOR,"Guindy, Chennai, Tamil Nadu",Master's degree,NA
Global Techno Solutions,Front Office cum Admin Executive,"Chennai, Tamil Nadu","Communication skills,Microsoft Office",Full-time
Cooperwind India Private Ltd.,Press Brake Operator,"Chennai, Tamil Nadu",,Full-time
PORTAL HR PLUS MADURAI,Hospital Admin Secretary,"Chennai, Tamil Nadu","Microsoft Excel,Computer skills,Microsoft Powerpoint,Communication skills,Bachelor's degree",Full-time
The Pink Dolphins,teaching job part time,"Chennai, Tamil Nadu","Teaching experience,Bachelor's degree",Part-time
Ideas Infinity,AR Caller,"Chennai, Tamil Nadu",12th Pass,Full-time
HyreFox Consultants,SE / SSE – Java Full-Time,"Jaipur, Rajasthan","Relational databases,Design patterns,SQL,Application development,Spring MVC,B.Sc,Bachelor's degree,Master's degree",Full-time
Pavcon infra,Office boy,"Jaipur, Rajasthan",,Full-time
Meridean Overseas,Education Counselor- USA,"Jaipur, Rajasthan",Communication skills,Full-time
RAJASTHAN ISPAT UDYOG,Account Executive,"Jaipur, Rajasthan","Tax experience,Tally,Organizational skills,Bachelor's degree",Full-time
Deutsche Bank,Service Delivery Assistant,"Jaipur, Rajasthan","Accounts payable,Project management,Procurement,Communication skills,Microsoft Office,Bachelor's degree",NA
Verve Logic,Performance Marketing (PPC),"Jaipur, Rajasthan","Microsoft Excel,Google AdWords,Tableau,SEO,Digital marketing,B.Sc,Bachelor's degree",Full-time
Continental Engineers,Tender Executive,"Jaipur, Rajasthan",,Full-time
Hyatt Regency Jaipur,GUEST SERVICE OFFICER - TELECOMMUNICATIONS,"Jaipur, Rajasthan","Hospitality,Customer service,Hotel experience,Diploma",Full-time
FirstCry.com,Cluster Visual Merchandiser,"Jaipur, Rajasthan","Microsoft Excel,Microsoft Powerpoint",Full-time
HyreFox Consultants,Promoter Full-Time,"Jaipur, Rajasthan",,Full-time
WEBBITECH MAESTRO PRIVATE LIMITED,Field Marketing Executive,"Coimbatore, Tamil Nadu","Product demos,Account management,Customer relationship management,B2B sales,5G",Full-time | New-Grad
SAADAA Sustainable Designs And Technologies Pvt. Ltd,Filmmaker,"Jaipur, Rajasthan","Final Cut Pro,Adobe After Effects,Motion graphics,Adobe Premiere,Video production,B.Sc,Bachelor's degree",Full-time
Prerna education,Gk & GS faculty,"Jaipur, Rajasthan","Teaching experience,Lesson planning,Master's degree",Full-time
ACME FLUID SYSTEMS,Freelancer Metering Skid Designer,"Ahmedabad, Gujarat","Oil & gas,AutoCAD",Part-time | Temporary | Contract
AV Technoserve,Coating Officer,"Sanand, Gujarat",,Full-time
Hospital ahmedabad,Linen Assistant,"Ahmedabad, Gujarat",,Full-time
AddWeb Solution,Project Coordinator [Fresher],"Ahmedabad, Gujarat",Communication skills,Full-time
NIRAV POLYMERS,Supervisor,"Sanand, Gujarat",,Full-time
S.T.Biradar Engineers & Contractors Private Limited,Site Supervisor (Civil),"Ahmedabad, Gujarat",12th Pass,Full-time
NB Visa World,Receptionist,"Ahmedabad, Gujarat","Communication skills,Computer skills,Bachelor's degree",NA
Synergy Resource Solution,Jewelry-Counter Sales Executive Luxury Products,"Satellite, Ahmedabad, Gujarat",Bachelor's degree,Full-time
CUBIT LIFESCIENCES LLP,QA Officer,"Ahmedabad, Gujarat",Bachelor's degree,Full-time
Nexus Corporate Solution Pvt. ltd.,CRM Executive,"Ahmedabad, Gujarat",Bachelor's degree,Full-time
Devi Turnomatics Pvt. Ltd,QC Inspector,"Ahmedabad, Gujarat",,Full-time
Kriya Enterprise,Sales/Marketing Executive,"Ahmedabad, Gujarat","Lead generation,Marketing,Bachelor's degree,Master's degree,M.B.A.",Full-time
Shambhavi Renewable Energy Pvt Ltd.,Financial Sales Advisor,"Ahmedabad, Gujarat","Sales,Business development",Full-time
Swastik Placement Agency,Tax Preparer,"Ahmedabad, Gujarat","Bachelor's degree,Master's degree",Full-time
Bytes Technolab,Network Administrator,"Ahmedabad, Gujarat","Windows,Firewall,Ubuntu,Linux",Full-time
Hanna Marketing,Sales Executive,"Coimbatore, Tamil Nadu","Direct sales,Sales,Marketing,Bachelor's degree,Diploma",Full-time | New-Grad
Isha Foundation,Accommodation & Help Desk Coordinator,"Coimbatore, Tamil Nadu","Communication skills,Operating systems,Bachelor's degree",Full-time
Talent Seeds Corporate Solutions,Textile Artist,"Coimbatore, Tamil Nadu","Bachelor's degree,B.F.A.",Full-time
Webchirpy,Customer Relationship Executive,"Coimbatore, Tamil Nadu","Customer service,Communication skills,Time management,Bachelor's degree",Full-time
IT Konnect,Accounts Officer,"Coimbatore, Tamil Nadu","Accounting,Microsoft Excel,Bachelor's degree",Full-time
Vruksham Ventures,Marketing&Purchase Executive,"Coimbatore, Tamil Nadu","Project management,Construction,Negotiation,Sales,Communication skills,Bachelor's degree,Master's degree",Full-time
Fission Textiles and Surgical,Sales and marketing executives,"Coimbatore, Tamil Nadu",12th Pass,Full-time
Messer Cutting Systems,Company Secretary,"Coimbatore, Tamil Nadu",,NA
GC SECURITY Services,Data Entry Operator,"Kolkata, West Bengal","Data entry,Microsoft Office,12th Pass",Full-time
Chandru associate,LPG GAS DELIVERY MAN WANTED,"Coimbatore, Tamil Nadu",Driving,Full-time | Temporary | Contract
Femtech solutions,In Shop Promoter,"Coimbatore, Tamil Nadu","Communication skills,Customer service",Full-time
Cognisive,JIRA Admin,"Coimbatore, Tamil Nadu","Wiki systems,Confluence,Agile,Groovy,APIs",NA
whale enterprise pvt LTD,Sales Excecutive ( Pref.Only Hindi Speaking),"Coimbatore, Tamil Nadu",,Full-time
REVATHIE GEAR PRODUCTS,GEAR TEETH GRINDING OPERATOR,"Coimbatore, Tamil Nadu",,Full-time
EY,TC_QE_ Campus_Kolkata,"Kolkata, West Bengal","Information management,SQL,SAP S/4HANA,SAP,Maximo,Bachelor's degree",Internship
P. Bhogilal Pvt. Ltd.,Tender Executive,"Kolkata, West Bengal",,Full-time
Dewar's Garage Ltd.,Automobile Sales Executive,"Kolkata, West Bengal","Sales,Communication skills,Ruby,Bachelor's degree,12th Pass,Diploma",Full-time
ProWebHill,GRAPHIC DESIGNER,"Kolkata, West Bengal","Communication skills,Branding,Graphic design,Microsoft Powerpoint,Bachelor's degree",Full-time
Manish Fashion World Pvt Ltd,Legal Executive,"Howrah, West Bengal",,Full-time
ITS Global tour pvt. ltd.,Conference and Events Assistant,"Kolkata, West Bengal","Leadership,Customer service,Management,Event planning,Financial acumen",Full-time
Paytm,Field Sales Executive,"Kolkata, West Bengal","Driving,12th Pass",Full-time
Apollo Home Healthcare Limited,Urgent Hiring_BME_Male_Kolkata,"Kolkata, West Bengal",,Full-time
Yati Resource Private Limited,PDP Trainer,"Kolkata, West Bengal","Communication skills,Time management,Bachelor's degree",Full-time
AVM Station,Storyboard Artists,"Kolkata, West Bengal","Analysis skills,Communication skills",NA
Airlo,Customer Care Executive,"Hyderabad, Telangana","Customer service,Communication skills,Microsoft Office,Bachelor's degree,12th Pass",Full-time | Internship | New-Grad
Flexline computer service pvt. ltd.,Feild work,"Hyderabad, Telangana","Customer service,Software troubleshooting,Soldering,CompTIA A+,12th Pass",Full-time
Elrevgen health care pvt Ltd,IT Sales Executive,"Hyderabad, Telangana",Sales,Full-time
ExcelR Solutions,Academic Counsellor,"Hyderabad, Telangana","Customer service,Sales,Academic counseling,Inside sales,Bachelor's degree",Full-time | New-Grad
Medicover Hospitals,Call Centre - Quality Executive,"Hyderabad, Telangana",,NA
Great Sports Tech Infra,Company Secretary,"Hyderabad, Telangana",,Full-time
RDP Workstations,Junior Logistics Executive - RMA,"Nacharam, Hyderabad, Telangana","Analysis skills,Logistics,Communication skills,Customer service,Microsoft Excel,Bachelor's degree",NA
Suruchi foods,Front office executive,"Hyderabad, Telangana",12th Pass,Full-time
Unicent School,Admission Counselor,"Hyderabad, Telangana",,Full-time
Boost Auto Parts,Warehouse Administrator,"Hyderabad, Telangana",,Full-time
Prowess Pursuit Private Limited,Front Desk Receptionist,"Hyderabad, Telangana","Accounting,Communication skills,Auditing,Customer service,Time management,Bachelor's degree",Full-time
Buffalo Wild Wings,Corporate Sales Executive,"Hyderabad, Telangana","Sales,Business development,Lead generation,Event marketing,Bachelor's degree",Full-time
DP World,Executive - Branch Operations,"Hyderabad, Telangana",,Full-time
pranathi software services pvt.ltd,Field Executive,"Hyderabad, Telangana","React,SAS,Sales,PHP,VoIP,12th Pass",Full-time
Aadi foundation,Food packing,"Delhi, Delhi","Communication skills,Manufacturing,Basic math,Organizational skills,12th Pass",Full-time
Khan Chacha,Food and Beverage Trainer,"Delhi, Delhi","Project management,Leadership,Communication skills,Marketing,Customer relationship management,Bachelor's degree",Full-time
Eagle Tech Media,Digital Marketing Intern,"New Delhi, Delhi","Adobe Photoshop,SEM",Full-time | Internship | New-Grad
GTechwebindia,Data Entry Executive,"New Delhi, Delhi","Data entry,Microsoft Office,Bachelor's degree",Full-time | New-Grad
Design consortia,Assistant Architect,"New Delhi, Delhi",Diploma,Full-time
Red Earth Migration Pty Ltd,Visa Filing Officer,"Delhi, Delhi",,Full-time
DBS Bank,Service RM- Treasures,"New Delhi, Delhi","CSS,Microsoft Powerpoint,Banking,Microsoft Word,Bachelor's degree",Full-time
RISHABH OSWAL,Account Executive,"New Delhi, Delhi","Microsoft Excel,Tally,Microsoft Word,Bachelor's degree",Full-time
Master Clean Solutions Services Pvt LTD,Front Desk Exe Cum Facility Exe,"Hadapsar, Pune, Maharashtra","Communication skills,Computer skills,Sales,Microsoft Powerpoint",Full-time
Suits,Inside Sales Associate,"Pune, Maharashtra","Negotiation,Sales,Communication skills,Inside sales",Full-time
Cohortech Consultancy,PMO (Delivery),"Pune, Maharashtra",,NA
HOTEL KALASAGAR,F&B Controller,"Pune, Maharashtra",,Full-time
DNV,Intern-RTR,"Pune, Maharashtra","Accounting,Power BI,Balance sheet reconciliation,IFRS,ERP systems,Bachelor's degree",Internship
Ovenfresh,Bartender,"Pune, Maharashtra",Bartending,Full-time | New-Grad
Starry Night,Retail Sales Executive,"Pune, Maharashtra","Retail sales,Communication skills,Customer service,Microsoft Excel,Time management",Full-time
Goel Ganga Group,Pre Sales Executive,"Pune, Maharashtra",Communication skills,NA
OmnePresent,Digital Marketing Executive,"Pune, Maharashtra","Social media management,Google Ads,Analysis skills,CSS,Full-stack development,Bachelor's degree",NA
Nityo Infotech,Infra Admin,"Pune, Maharashtra","Azure,Shell Scripting,Informatica,Business intelligence,UNIX",Temporary | Contract
Girikand Travels Pvt. Ltd,Sales Executive,"Pune, Maharashtra",,Full-time
JLL,Facility Executive,"Pune, Maharashtra","Team management,Spark,Facilities management",NA
Madhyam.com,Female Sales Executive,"Gurgaon, Haryana","CRM software,Communication skills,Microsoft Excel,Business development,Banking,Bachelor's degree,Master's degree",Full-time
EJS Business Solutions,3D Artist,"Gurgaon, Haryana","Unreal Engine,Adobe Illustrator,Adobe Photoshop,Communication skills,Unity",Full-time
Infosec Ventures,IT Administrator,"Gurgaon, Haryana","Microsoft Access,Operating systems,Windows,MacOS,Microsoft Outlook",Full-time
HSIL,"Executive - Retails Operations, Gurgaon","Gurgaon, Haryana",,NA
Easy One,Receptionist,"Noida, Uttar Pradesh",Microsoft Office,Full-time
Merit Group,Entry Level Tele Researcher,"Chennai, Tamil Nadu","Communication skills,Customer service,Computer skills,Typing,12th Pass,Diploma",Full-time
Recbots,International Voice Process (Process Trainer),"Chennai, Tamil Nadu",Time management,Full-time
Sundari silks India,Floor Supervisor,"Chennai, Tamil Nadu","Recruiting,Communication skills,Supervising experience,Bachelor's degree,12th Pass",Full-time
MSPGROUPS,Part time - Linkedin Expert,"Chennai, Tamil Nadu","Communication skills,Marketing",Part-time | Temporary | Contract | Internship
Orbitouch Outsourcing Pvt Ltd,Car Rental Agent,"Mumbai, Maharashtra","Customer support,Leadership,Communication skills,Customer service,Fleet management",Full-time
Kanakia Spaces Reality Pvt.Ltd.,Legal Associate (Real Estate),"Mumbai, Maharashtra",,Full-time
Stratospheric Entertainment Pvt Ltd,Venue Administrator,"Mumbai, Maharashtra","Communication skills,Event planning,Microsoft Office,Administrative experience",Full-time
Flying Colour tax consultant,AML Compliance Officer (CAMS),"Mumbai, Maharashtra","Communication skills,Risk management,Bachelor's degree",Full-time
Biztegy Analytics,Bigdata Testing,"Bengaluru, Karnataka","UNIX,SQL,Hadoop,Apache Hive,Big data",Temporary | Contract
Apricot Hotels,Sales Executive,"Ahmedabad, Gujarat","Marketing,Negotiation,Sales,Microsoft Office",Full-time
Stellar World School,Hiring Homeroom Teacher- IB,"Mumbai, Maharashtra",Teaching experience,Full-time
AccorHotel,Pastry Chef,"Jaipur, Rajasthan","Communication skills,Chef,Baking,Bachelor's degree,12th Pass",Full-time
Desire Energy Solutions,Project Supervisor Solar( EPC Project),"Jaipur, Rajasthan",Communication skills,Full-time
Sri Chaitanya Techno School,TGT Chemistry Teacher,"Jaipur, Rajasthan","Communication skills,Teaching experience,Bachelor's degree",Full-time
KVSTEXTILESINDIA,Ecommerce Executive,"Coimbatore, Tamil Nadu","SEM,Analysis skills,Google AdWords,E-Commerce,SEO",Full-time
HyreFox Consultants,Customer Experience & Sales Full-Time,"Jaipur, Rajasthan","Customer support,Sales,Banking,Customer retention",Full-time
BALAJI TRADING CO.,"Fabric Merchandiser - NAROL, AHMEDABAD","Ahmedabad, Gujarat",,Full-time
Grace Renewable Energy,Marketing Executive (Solar EPC),"Ahmedabad, Gujarat",,New-Grad
Axio Biosolutions,Quality Assurance Executive,"Ahmedabad, Gujarat",Quality assurance,NA
Anlage Infotech India Pvt Ltd,Storage Administrator,"Mumbai, Maharashtra","SAN,S3",Full-time
Damro Groups,Modular Kitchen Designer,"Coimbatore, Tamil Nadu","Sketchup,AutoCAD,Microsoft Office,Diploma",Full-time
Isha Foundation,Cameraman,"Coimbatore, Tamil Nadu","Communication skills,Diploma",Full-time
Capgemini,Record To Report - Quality Support | 5 to 7 years | Kolkata,"Kolkata, West Bengal","Lean Six Sigma,System architecture,General ledger accounting",Full-time
Oracle,System Administrator- Night Shift,"Hyderabad, Telangana","Build automation,Linux,Cloud infrastructure",NA
Fyn Mobility,Operations - Executive - Hyderabad,"Hyderabad, Telangana","Communication skills,Management,Time management,Organizational skills,Bachelor's degree",Full-time
STUDY SQUARE PVT LTD,Counselor,"Somajiguda, Hyderabad, Telangana",,Full-time
S P Properties,Marketing,"Hyderabad, Telangana",,Full-time | Part-time | New-Grad
SIL,Digital Marketing Executive,"Pune, Maharashtra","Market research,Affiliate marketing,Digital marketing,Bachelor's degree",Full-time
B.U. BHANDARI AUTO PVT. LTD,Receptionist,"Pune, Maharashtra",Microsoft Office,Full-time
Capgemini,License Server Administrator,"Pune, Maharashtra","Analysis skills,Communication skills,B.Sc,Bachelor's degree",Temporary | Contract
Talent Futures services,Executive Assistant (Female),"Delhi, Delhi","Drafting,Personal assistant experience,Time management,Microsoft Office,Calendar management,Bachelor's degree",Full-time
TRIBIZ INDIA,Outbound International Early Morning Shift,"Delhi, Delhi","Communication skills,Bachelor's degree",Full-time
Webxeros Solutions,PPC (Pay Per Click),"Mohali, Punjab","Communication skills,Google AdWords,Data analysis skills,Google Analytics",Full-time
WillShall,Social Media Executive,"Mohali, Punjab","Social media management,Marketing,Social media marketing,Facebook Advertising,Bachelor's degree",Full-time
Desh Bhagat University,Company Secretary,"Chandigarh, Chandigarh",Marketing,Full-time
Lovely Way Education Consultant,Telecaller,"Mohali, Punjab",,Full-time
KAEM Software Pvt ltd,Oracle Database Administrator,"Mumbai, Maharashtra","SQL,Oracle,RDBMS",Full-time
MONEYCONTROL,Transcriber,"Mumbai, Maharashtra",Bachelor's degree,NA
Vacancy Factor,Sales Executive,"Jaipur, Rajasthan","Lead generation,Communication skills,Negotiation,Sales,Business development,Bachelor's degree",Full-time
Voyants,Electrical (OHE) Expert,"Jaipur, Rajasthan",Bachelor's degree,NA
The Thread Story,Retail Sales Executive (Female),"Tilak Nagar, Jaipur, Rajasthan","Sales,Retail sales,Marketing,Email marketing,Bachelor's degree",Full-time | New-Grad
NIFA,DTP Designer,"Jaipur, Rajasthan",Computer skills,NA
Fitness First,Tele Caller Executive,"Jaipur, Rajasthan",12th Pass,Full-time | New-Grad
Maven HR Solution,Sap Fico,"Mumbai, Maharashtra","SAP,SAP Finance & Controlling",Full-time
Macropace Technologies,Networking Admin,"Mumbai, Maharashtra","DNS,Routing protocols,Load balancing",Part-time
Optico Solutions Private Limited,Urgent Hiring For Branch Manger.,"Mumbai, Maharashtra","Leadership,Communication skills,Negotiation",Full-time
Pro Tech,E-Commerce Executive required,"Jaipur, Rajasthan","Analysis skills,CSS,Graphic design,Google Analytics,Communication skills,Bachelor's degree",Full-time
JOVI VENTURES PVT LTD,Photographer,"Jaipur, Rajasthan",,Full-time
SS&C,Associate - Trainee,"Gurgaon, Haryana",,Full-time
ULTIMATE ALLOYS PVT LTD,Electrician,"Coimbatore, Tamil Nadu",,Full-time
Serendip Sourcing Private Limited,Assistant Quality Officer (Textile),"Coimbatore, Tamil Nadu","Manufacturing,Construction,Quality assurance,Quality control,Master's degree",Full-time | New-Grad
IDP Education Ltd,Counsellor,"Coimbatore, Tamil Nadu","Communication skills,Agile,Computer skills,Computer networking,Bachelor's degree",Full-time
D V H R Solutions,Copy Writer,"Mumbai, Maharashtra","Creative writing,Proofreading,Bachelor's degree",Full-time
AVM Station LLP,Content Writer,"Kolkata, West Bengal","Writing skills,Google Docs,Communication skills,Proofreading,Copywriting,Bachelor's degree",Full-time
Spectrum diagonistic centre,FRANCHISE WORK ( Referal Pathalogical Lab) NABL,"Howrah, West Bengal",Diploma,Full-time
THE ORION SOLUTIONS,Office executive calling,"Kolkata, West Bengal",,Full-time
Balaji Beltings,Computer Operator (Data Entry),"Kolkata, West Bengal","Accounting,Microsoft Excel,Tally,Data entry,Microsoft Powerpoint,Bachelor's degree",Full-time
Pioneer Property Management Ltd,Tele Calling Executive,"Kolkata, West Bengal","Sales,12th Pass",Full-time | New-Grad
RHYTHM GALAXY GROUP,Chinese Cook,"Behala, Kolkata, West Bengal",Cooking,Full-time
vidini technology private limited,Finance content writer,"Kolkata, West Bengal","Writing skills,Computer skills,Microsoft Powerpoint",Full-time
Jobclicks HR,B2B Sales Representative,"Kolkata, West Bengal","Sales,Cold calling",Full-time
AEROCON CORPORATION,Office peon,"Kolkata, West Bengal",,Full-time
Varite India Private Limited,Automation Architect,"Pune, Maharashtra","Agile,AI,Bachelor's degree,Master's degree,M.C.A.",Full-time
Motilal oswal,Banking Operation,India,Microsoft Excel,Full-time
Motilal oswal,Relationship Officer,India,,Full-time
Palmonas Fashion Pvt.Ltd,PPC Executive,"Pune, Maharashtra","Google Ads,Analysis skills,Marketing,Data modeling,Google AdWords",Full-time
Nityo Infotech,Vms System Administrator,"Pune, Maharashtra","Software troubleshooting,UNIX,Azure,Shell Scripting,Scripting",Full-time
VLWebTech,SEO Content Writer,"Pune, Maharashtra",Keyword research,Full-time
Moltech Solutions,Supply Chain Executive,"Ahmedabad, Gujarat","Supply chain management,Microsoft Excel,Microsoft Office,Master's degree,M.B.A.",NA
Innovalance Learning Systems,Subject Matter Expert - Basic Mathematics,"Delhi, Delhi","Basic math,B.Sc,Bachelor's degree,Master's degree",Full-time | Temporary | Contract | Internship | New-Grad
HavStrategy,Performance marketer,"Delhi, Delhi","Google Ads,Facebook Advertising,Performance marketing",Full-time
Crrescita Innovators (P) Limited,Workshop Facilitator - Social Emotional Ethical Learning,"New Delhi, Delhi",Bachelor's degree,Full-time | Part-time | Temporary | Contract | Internship
Lutyens Hotel,Sales Representative,"Delhi, Delhi","Communication skills,Sales",Full-time
Macro Polymers Private Limited,Plant Operator,"Ahmedabad, Gujarat",Bachelor's degree,Full-time
Nikhar Estates LLP,CRM Executive,"Bellandur, Bengaluru, Karnataka","CRM software,Communication skills,Bachelor's degree",Full-time
SEO Discovery Pvt. Ltd.,Online Bidder,"Mohali, Punjab",,Full-time
RGS Vacuum Solutions,Mechanical Fitter,"Mohali, Punjab",Diploma,Full-time
Safety Circle Pvt. Ltd,electrical auditor,"Chandigarh, Chandigarh",,Full-time | New-Grad
Networkkings IT Services Pvt. Ltd.,Career Counselor (Salary upto 40k+ Incentives),"Chandigarh, Chandigarh",,Full-time | New-Grad
Xicom Technologies,SEO Executive,"Mohali, Punjab","SEO,Bachelor's degree",Full-time
TEKsystems,MSD BSA,India,"SDLC,Scrum,Software development",Full-time
Milestone Realtors,Tellecaller,"Mohali, Punjab","Communication skills,Microsoft Excel,Computer skills,Bachelor's degree",Full-time | New-Grad
Rabbixel Studio Pvt Ltd,Packaging Designer,"Chandigarh, Chandigarh","Adobe Photoshop,Adobe Illustrator,CorelDraw",Full-time
Sidham group of hotels,Hotel Receptionist,"Zirakpur, Punjab",,Full-time
Aparajitha Corporate Services Ltd,Compliance Executive,"Chennai, Tamil Nadu","Recruiting,Master's degree,M.B.A.",Full-time
Birth Marque | Branding Company,Sales & Marketing executive,"Chennai, Tamil Nadu","Lead generation,Marketing,Bachelor's degree",Full-time
Singarajan VFX,Internship For Matchmove / Tracking,"Chennai, Tamil Nadu","Communication skills,Maya",Full-time | Internship
buddies,Chief Financial Officer,"Chennai, Tamil Nadu","Accounting,Analysis skills,Communication skills,Organizational skills",Full-time
Doro Fashions india pvt ltd,Social Media Executive,"Mumbai, Maharashtra","Social media management,Marketing,Social media marketing,Digital marketing,Bachelor's degree",Full-time | New-Grad
Global Advertising Media Private Limited,RECEPTIONIST,"Mumbai, Maharashtra","Communication skills,Data entry,Bachelor's degree",NA
Oncquest Laboratories,Quality Assurance - Quality Executive,"Gurgaon, Haryana","Quality assurance,Microsoft Excel,Microsoft Powerpoint,Microsoft Word",NA
Mishra Centre Gurgaon,Maths Teacher,"Gurgaon, Haryana","Teaching experience,Bachelor's degree,Master's degree",Full-time | Temporary | Contract
Kavya Management Services,Tele Caller Executive,"Gurgaon, Haryana","Bachelor's degree,12th Pass",NA
Everstylish Lifestyle Pvt. Ltd.,Fashion Designer (Embroidery),"Gurgaon, Haryana","Microsoft Excel,Adobe Illustrator,Bachelor's degree,Diploma",Full-time
Red Roses International,Garment Merchandiser,"Gurgaon, Haryana","Analysis skills,Quality assurance,Communication skills,Quality control,Time management,Bachelor's degree",Full-time
Losung360,Copywriter,"Gurgaon, Haryana","Writing skills,Marketing,SEO,Time management,Organizational skills,Bachelor's degree",Full-time
KVC FLOORINGS PVT LTD,Office Coordinator,"Gurgaon, Haryana",Communication skills,Full-time
eshopbox,Operations Executive,"Gurgaon, Haryana","Pivot tables,Analysis skills,Communication skills,Microsoft Excel,Macros,Bachelor's degree",Full-time
RaseoTech Digital,SEO Executive,"Gurgaon, Haryana","CSS,SEO,Keyword research,Conversion optimization,PPC Campaign Management,Bachelor's degree",Full-time
Rajesh Toyota,Car Technician,"Jaipur, Rajasthan",,Full-time
Programmates,Manual Tester,"Jaipur, Rajasthan","Software troubleshooting,Project management,Quality assurance,Agile,SQL",NA
SolarMaxx,Coordinator (Inside Sales) - Female Candidate Only,"Jaipur, Rajasthan","Salesforce,Sales",Full-time
WHITELION SYSTEM PVT LTD,Field Sales Executive,"Jaipur, Rajasthan","Customer relationship management,Presentation skills,Communication skills,Bachelor's degree,Master's degree",Full-time | New-Grad
Cognus technology,B.Pharm Freshers,"Jaipur, Rajasthan",Bachelor's degree,Full-time | Internship | New-Grad
R.K. DESIGNS,Fashion Designer,"Jaipur, Rajasthan","Microsoft Excel,Adobe Illustrator,Merchandising,Communication skills,Bachelor's degree",Full-time
